Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
面包填料  ,烘焙类,0.097,386,76,0.001,0.00024,3.4,3.2,0.000168,0.0038,0.04,1.5,73,0,0,0,0.141,0.71,0.246,11,0.85,4.80E-05,1.405,,2,0,0.0006,2.00E-08,0.0004,0.0058,0.0004,0.00015,0,0.00093,0.015,,0.00025,0.0004,0.00077,0.00032,0.00059,0.00019,0.00055,,8.3,0.00033,0.00014,0.00046,0,0.00038,1.10E-06,,,,,,,
天使蛋糕  ,烘焙类,0.14,258,58,0,8.00E-05,0.8,1.5,3.50E-05,0.00052,0.012,0.07,56,,,,0.324,0.37,0.093,5.9,0.12,7.30E-06,0.749,,0,0,0.0001,6.00E-08,0.00049,0.00088,0.0002,3.00E-05,0,7.00E-05,,,0.00013,0.00031,0.00048,0.00036,9.00E-05,0.00018,0.00033,,,0.00025,8.00E-05,0.00035,,,,,,,,,,
胡萝卜蛋糕,烘焙类,0.172,415,79,0,5.00E-05,9.8,,6.70E-05,0.0018,0.008,4,79,,,,0.247,3.7,0.169,5.1,1.5,1.50E-05,0.567,,1930,9.70E-05,0.00027,4.00E-08,0.00017,0.0022,0.00029,8.00E-05,0.0012,0.0002,,,0.00011,0.00019,0.00034,0.00014,0.00053,8.00E-05,0.00024,,,0.00015,6.00E-05,0.00021,,,,,,,,,,
巧克力蛋糕  ,烘焙类,0.06,371,53,0.058,0.00021,15,1.6,2.70E-05,0.0016,0.032,6,52,0.01,0,0,0.106,2.8,0.14,5.3,5.4,1.20E-05,0.315,,140,,0.00014,1.60E-07,0.00021,0.0011,0.0003,4.00E-05,0.0002,0.00069,0.128,,0.00012,0.00024,0.00041,0.00027,0.00028,0.00012,0.00027,,,0.0002,7.00E-05,0.00028,,,,,,,,,,
白蛋糕  ,烘焙类,0.09,356,63,0.001,7.00E-05,10,1,3.10E-05,0.0012,0.012,3.7,62,0,0,0,0.07,2.2,0.099,4.4,3.9,1.10E-05,0.284,,42,1.20E-05,0.00013,6.00E-08,0.00019,0.0011,0.00017,3.00E-05,0.0001,0.00033,0.006,,0.0001,0.0002,0.00034,0.0002,0.00028,0.00011,0.00023,,57,0.00016,5.00E-05,0.00023,2.00E-07,0.00012,4.10E-06,,,,,,,
咖啡蛋糕  ,烘焙类,0.059,339,44,0.085,5.00E-05,15,1,3.90E-05,0.00064,0.015,7.1,43,0.01,0,0,0.101,1.6,0.289,7,5.4,1.30E-05,0.339,,287,8.60E-05,0.00011,3.40E-07,0.00013,0.00068,0.0004,6.00E-05,0.0001,0.00059,,,0.00019,0.00033,0.00057,0.0004,0.00017,0.00014,0.00035,,,0.00026,8.00E-05,0.00036,,,,,,,,,,
水果蛋糕  ,烘焙类,0.033,324,62,0.005,5.00E-05,9.1,3.7,2.00E-05,0.0021,0.016,4.2,58,0,0,0,0.052,3.3,0.153,2.9,1,2.00E-06,0.101,,22,7.00E-06,5.00E-05,1.00E-08,0.0001,0.00079,0.00023,5.00E-05,0.0005,0.00027,0.0089,,7.00E-05,0.00012,0.00021,0.00012,0.00022,6.00E-05,0.00014,,27,0.0001,4.00E-05,0.00014,0,0.0009,1.50E-06,,,,,,,
姜饼  ,烘焙类,0.071,356,49,0.032,0.0002,16,,3.30E-05,0.0029,0.07,7.1,49,0,0,0,0.054,4.2,0.439,3.9,4.1,1.60E-05,0.327,,48,1.40E-05,0.00019,6.00E-08,0.00016,0.0017,0.00038,0.00019,0.0001,0.00039,,,9.00E-05,0.00015,0.00028,0.00013,0.00068,8.00E-05,0.0002,,,0.00012,5.00E-05,0.00017,,,,,,,,,,
大理石蛋糕  ,烘焙类,0.076,416,80,0,0.00014,12,2.9,3.60E-05,0.0016,0.018,4.8,77,0,0,0,0.275,3.8,0.123,3.4,2.5,2.60E-06,0.519,,2,1.00E-06,0.00018,0,0.00013,0.0015,0.0001,3.00E-05,0,0.00035,0.0045,,7.00E-05,0.00013,0.00022,0.00013,0.00014,5.00E-05,0.00016,,36,0.00011,5.00E-05,0.00016,0,0.00085,2.80E-06,,,,,,,
菠萝蛋糕  ,烘焙类,0.12,319,51,0.022,9.00E-05,12,0.8,2.60E-05,0.0015,0.013,5.2,50,0,0,0,0.082,3.3,0.112,3.5,2.9,9.40E-06,0.319,,253,6.20E-05,0.153,8.00E-08,0.00016,0.0012,0.0002,3.00E-05,0.0012,0.00031,,,8.00E-05,0.00015,0.00026,0.00014,0.00035,7.00E-05,0.00017,,,0.00012,4.00E-05,0.00017,,,,,,,,,,
磅蛋糕  ,烘焙类,0.047,353,54,0.066,4.00E-05,14,0.6,4.20E-05,0.0015,0.008,3,53,0.01,0.01,0,0.14,3.4,0.149,5,4.8,5.00E-06,0.377,0.19,241,7.00E-05,0.00017,3.60E-07,0.00025,0.0016,0.00049,4.00E-05,0,0.00043,0.066,0.33,0.00012,0.0002,0.0004,0.0002,0.00011,0.00012,0.00024,17,33,0.153,4.00E-05,0.00025,8.00E-07,0.00065,1.70E-06,0.37,0,0.02,0,0.01,2.9,
松饼  ,烘焙类,0.205,346,49,0.003,8.00E-05,14,,5.30E-05,0.0025,0.016,6,49,0,0,0,0.143,3.6,0.106,6.1,3.8,1.70E-05,0.506,,72,1.80E-05,0.00031,7.00E-08,0.00027,0.0026,0.00025,3.00E-05,0.0002,0.00048,,,0.00014,0.00024,0.00045,0.0002,0.00033,0.00012,0.0003,,,0.00018,8.00E-05,0.00027,,,,,,,,,,
黄蛋糕  ,烘焙类,0.032,379,55,0.016,0.00016,18,1.5,2.20E-05,0.002,0.02,7.2,54,0,0,0,0.138,4.7,0.187,3.2,5.8,5.90E-06,0.31,1.3,26,7.00E-06,4.00E-05,0,9.00E-05,0.0008,0.00017,0,0,0.00042,0.017,0.62,,,,,0.00022,,,8.6,39,,,,2.00E-07,0.0045,2.50E-05,0.47,0,0.03,0,0,4,
芝士蛋糕  ,烘焙类,0.051,321,26,0.055,2.00E-05,23,0.4,1.80E-05,0.00063,0.011,8.6,25,0.01,0,0,0.093,1.6,0.09,5.5,9.9,5.20E-06,0.438,,547,0.000159,3.00E-05,1.70E-07,0.00019,0.0002,0.00057,5.00E-05,0.0004,0.00051,0.046,,0.00013,0.00028,0.00046,0.00037,0.00014,0.00014,0.00026,,22,0.00022,6.00E-05,0.00031,5.00E-07,0.00056,4.40E-06,,,,,,,
巧克力布朗尼  ,烘焙类,0.057,466,50,0.073,0.00039,29,,2.90E-05,0.0018,0.053,11,50,0.01,0,0,0.132,9.4,0.176,6.2,7.3,1.20E-05,0.343,,827,0.000176,0.00014,1.60E-07,0.00019,0.00098,0.00033,9.00E-05,0.0003,0.00097,,,0.00014,0.00027,0.00045,0.00028,0.00059,0.00013,0.0003,,,0.00023,8.00E-05,0.00032,,,,,,,,,,
黄油饼干  ,烘焙类,0.029,467,69,0.117,0.0002,19,0.8,7.60E-05,0.0022,0.012,5.5,68,0.01,0,0.01,0.102,0.98,0.111,6.1,11,8.40E-06,0.282,,673,0.000165,0.00037,3.60E-07,0.00034,0.0032,0.00049,4.00E-05,0,0.00038,0.0065,,0.00014,0.00028,0.00047,0.00031,0.00017,0.00013,0.0003,,20,0.00022,8.00E-05,0.00032,4.00E-07,0.00058,1.70E-06,,,,,,,
威化饼  ,烘焙类,0.031,433,73,0.002,0.00046,14,3.4,4.70E-05,0.004,0.053,4.9,69,0,0,0,0.132,4.2,0.21,6.6,4.2,5.70E-06,0.58,,10,3.00E-06,0.0002,9.00E-08,0.00027,0.0029,0.00038,5.00E-05,0,0.0011,0.014,,0.00013,0.00026,0.00045,0.00028,0.0007,0.00011,0.00031,,37,0.00022,0.0001,0.00032,0,0.00072,2.40E-06,,,,,,,
无花果条  ,烘焙类,0.064,348,71,0,0.00015,7.3,4.6,3.50E-05,0.0029,0.027,3,66,0,0,0,0.062,2.8,0.207,3.7,1.1,3.30E-06,0.35,,33,9.00E-06,0.00016,9.00E-08,0.00022,0.0019,0.00036,8.00E-05,0.0003,0.00039,0.015,,7.00E-05,0.00013,0.00022,0.00014,0.00034,5.00E-05,0.00015,,46,0.00011,5.00E-05,0.00016,0,0.00065,5.80E-06,,,,,,,
姜脆饼  ,烘焙类,0.077,416,77,0,0.00031,9.8,2.2,8.70E-05,0.0064,0.049,5.4,75,0,0,0,0.083,1.4,0.346,5.6,2.5,5.10E-06,0.501,,2,0,0.0002,0,0.00029,0.0032,0.00038,0.0001,0,0.00055,0.0088,,0.00011,0.00021,0.00038,0.0002,0.0016,9.00E-05,0.00026,,20,0.00016,8.00E-05,0.00025,0,0.00097,2.50E-06,,,,,,,
全麦饼干  ,烘焙类,0.077,430,78,0,0.00017,11,3.4,9.10E-05,0.0038,0.04,2.5,74,0,0,0,0.185,5.4,0.17,6.7,1.6,6.30E-06,0.459,0.06,2,0,0.00027,0,0.00032,0.0044,0.00042,0.00016,0,0.00096,0.0059,0.99,,,,,0.001,,,47,25,,,,0,0.0015,1.40E-05,0.6,0,0.02,0,0,4.7,
手指饼干  ,烘焙类,0.047,363,60,0.221,0.0001,9.1,1,7.70E-05,0.0036,0.012,3.7,59,0.04,,0,0.173,1.4,0.113,11,3,,0.147,,556,0.000167,0.00028,7.50E-07,0.00043,0.0021,0.0011,0.00012,0,0.0011,,,0.00025,0.00052,0.00086,0.00068,0.00024,0.00027,0.00051,,,0.00047,0.00013,0.00058,,,,,,,,,,
曲奇面团  ,烘焙类,0.031,424,59,0.024,0.00011,19,2.5,3.50E-05,0.0021,0.028,11,57,0,0,0,0.104,2.6,0.147,5.4,4.8,9.10E-06,0.294,,70,4.00E-06,0.00023,4.00E-08,0.00015,0.0019,0.00037,4.00E-05,0,0.00064,,,0.00013,0.00023,0.00041,0.00026,0.00077,0.00012,0.00028,,,0.00018,9.00E-05,0.00029,,,,,,,,,,
酥饼  ,烘焙类,0.013,514,64,0,9.00E-05,26,1.3,8.10E-05,0.003,0.014,6.7,62,0,0,0,0.066,8.3,0.088,5.4,8.1,6.20E-06,0.353,0.71,1,0,0.00035,0,0.00031,0.0033,0.00032,7.00E-05,0,0.00049,0.0009,0.3,,,,,0.00039,,,40,22,,,,0,0.0024,1.10E-05,0.89,0.01,0.03,0,0.01,7.3,
酥皮点心  ,烘焙类,0.01,558,46,0,0.00012,39,1.5,5.50E-05,0.0026,0.016,8.8,44,0,0,0,0.06,22,0.062,7.4,5.5,2.50E-05,0.253,,1,0,0.00032,0,0.00026,0.0038,0,2.00E-05,0,0.00054,0.0062,,0.00016,0.00028,0.00051,0.00014,0.0005,0.00013,0.00037,,0.75,0.0002,9.00E-05,0.00031,0,0.00055,1.60E-05,,,,,,,
奶酪饼干  ,烘焙类,0.136,489,59,0.003,0.00013,23,2.3,0.000152,0.0049,0.025,5.7,57,0,0,0,0.2,10,0.156,11,5.3,1.40E-05,0.973,0.54,156,1.70E-05,0.00056,3.40E-07,0.00034,0.0061,0.00047,0.00017,0,0.0012,0.0087,0.37,0.00025,0.00042,0.00074,0.00042,0.00056,0.00019,0.00049,53,4.5,0.0003,0.00013,0.00048,0,0.0022,9.40E-06,0.72,0.01,0,0,0,9.3,
无酵饼  ,烘焙类,0.013,395,84,0,6.00E-05,1.4,3,1.70E-05,0.0032,0.025,0.13,81,0,0,0,0.089,0.6,0.112,10,0.23,3.70E-05,0,,0,0,0.00039,0,0.00029,0.0039,0.00044,0.00012,0,0.00068,0.011,,0.00021,0.00037,0.00069,0.00019,0.00065,0.00018,0.00049,,0.29,0.00027,0.00012,0.00042,0,6.00E-05,3.00E-07,,,,,,,
梅尔巴吐司  ,烘焙类,0.093,390,77,0,0.00029,3.2,6.3,0.000124,0.0037,0.059,0.78,70,0,0,0,0.196,1.3,0.202,12,0.45,3.50E-05,0.598,,0,0,0.00041,0,0.00027,0.0041,0.00069,0.0001,0,0.002,0.02,,0.00026,0.00046,0.00084,0.00028,0.0011,0.00021,0.0006,,0.94,0.00034,0.00014,0.00052,0,0.00043,9.00E-07,,,,,,,
薄脆饼干  ,烘焙类,0.12,510,61,0,0.0001,26,2.3,9.20E-05,0.004,0.018,6.6,59,0,0,0,0.248,13,0.118,6.6,5.6,6.70E-06,0.726,1.1,0,0,0.00042,0,0.00046,0.0044,0.00042,6.00E-05,0,0.00049,0.0096,0.29,0.00015,0.00025,0.00047,0.0001,0.00049,0.00011,0.00033,50,8.2,0.00019,8.00E-05,0.00029,0,0.003,6.90E-05,1.5,0.01,0.06,0,0,11,
奶酪三明治  ,烘焙类,0.204,497,58,0.007,0.00016,25,3.1,6.40E-05,0.0026,0.054,10,55,0,0,0,0.382,9.2,0.306,9.8,4.1,2.40E-05,0.839,,71,2.10E-05,0.00036,1.20E-07,0.00043,0.0032,0.00062,0.00026,0.0015,0.00087,,,0.00022,0.00038,0.0007,0.00034,0.0011,0.00017,0.00047,,,0.0003,0.00013,0.00044,,,,,,,,,,
牛角包  ,烘焙类,0.037,406,46,0.067,8.00E-05,21,2.6,8.80E-05,0.002,0.016,5.5,43,0,0,0,0.105,1.1,0.118,8.2,12,2.30E-05,0.467,,744,0.000206,0.00039,1.60E-07,0.00024,0.0022,0.00086,6.00E-05,0.0002,0.00075,0.039,,0.00019,0.00037,0.00062,0.00033,0.00033,0.00018,0.00042,,11,0.00028,0.0001,0.00041,0,0.00084,1.80E-06,,,,,,,
面包丁  ,烘焙类,0.076,407,74,0,0.00016,6.6,5.1,0.000132,0.0041,0.031,3.1,68,0,0,0,0.115,1.3,0.124,12,1.5,3.80E-05,0.698,,0,0,0.00062,0,0.00027,0.0054,0.00043,3.00E-05,0,0.00089,,,0.00026,0.00046,0.00083,0.00028,0.0005,0.00021,0.00059,,,0.00034,0.00014,0.00051,,,,,,,,,,
丹麦酥  ,烘焙类,0.035,374,37,0.023,9.00E-05,22,1,6.00E-05,0.0018,0.015,11,36,0,0,0,0.108,2.6,0.098,8,6.8,1.90E-05,0.417,,128,3.50E-05,0.00019,2.00E-07,0.00026,0.002,0.0003,4.00E-05,0.0001,0.0007,0.02,,0.00021,0.00037,0.00064,0.00043,0.00035,0.00017,0.0004,,7,0.00029,9.00E-05,0.00041,0,0.00035,6.90E-06,,,,,,,
甜甜圈  ,烘焙类,0.04,434,47,0.01,9.00E-05,25,1.7,9.20E-05,0.0025,0.017,8.5,45,0,0,0,0.26,3.9,0.134,5.3,11,1.00E-05,0.477,,14,4.00E-06,0.00039,6.00E-08,0.0003,0.0029,0.00038,5.00E-05,0,0.0005,0.037,0,,,,,0.00033,,,26,18,,,,0,0.002,9.80E-06,0.24,0.01,0.02,0,0,3.6,
英式松饼  ,烘焙类,0.163,227,44,0,0.00014,1.7,3.5,9.40E-05,0.004,0.024,0.38,41,0,0,0,0.092,0.5,0.109,8.9,0.73,2.20E-05,0.425,0,0,0,0.00048,4.00E-08,0.00025,0.0041,0.00036,5.00E-05,0.0018,0.0011,0.016,0.69,0.0002,0.0004,0.00065,0.00045,0.00051,0.153,0.00042,37,3.5,0.00033,0.00011,0.00045,0,0.00031,1.20E-06,0.05,0,0,,,,
法式吐司  ,烘焙类,0.1,229,25,0.116,6.00E-05,11,,4.30E-05,0.0017,0.017,4.5,25,0.01,0,0,0.117,2.6,0.134,7.7,2.7,2.00E-05,0.479,,503,0.000124,0.0002,3.10E-07,0.00032,0.0016,0.00055,7.00E-05,0.0003,0.00067,,,0.00018,0.00038,0.00062,0.00041,0.00019,0.00019,0.00039,,,0.00031,9.00E-05,0.00042,,,,,,,,,,
玉米球  ,烘焙类,0.278,337,46,0.045,7.00E-05,14,2.8,8.90E-05,0.003,0.024,3.3,43,0,0,0,0.189,7.2,0.144,7.7,2.1,1.60E-05,0.668,,186,4.10E-05,0.00035,1.90E-07,0.00033,0.0028,0.00036,0.0001,0.0002,0.00066,0.033,,0.0002,0.00032,0.00071,0.00031,0.00022,0.00017,0.00038,,2,0.00028,8.00E-05,0.00039,0,0.0013,2.40E-05,,,,,,,
松饼  ,烘焙类,0.044,375,53,0.03,6.00E-05,16,1.1,4.80E-05,0.0013,0.01,4.8,52,0.01,0,0,0.146,8.1,0.121,4.5,2.8,8.20E-06,0.336,0.2,73,2.10E-05,0.00017,1.60E-07,0.00016,0.0014,0.00047,4.00E-05,0.0009,0.00037,0.093,1.2,0.00013,0.00022,0.00042,0.0002,0.00045,0.00012,0.00028,16,31,0.00018,7.00E-05,0.00026,1.00E-07,0.0016,3.90E-05,1,0.01,0.05,0,0,6.9,
煎饼  ,烘焙类,0.219,227,28,0.059,5.00E-05,9.7,,3.80E-05,0.0018,0.016,2.5,28,0.01,0,0,0.159,4.4,0.132,6.4,2.1,1.50E-05,0.439,,196,5.40E-05,0.0002,2.20E-07,0.00028,0.0016,0.00041,5.00E-05,0.0003,0.00056,,,0.00015,0.0003,0.00051,0.00032,0.0002,0.00015,0.00032,,,0.00024,8.00E-05,0.00034,,,,,,,,,,
蓝莓派  ,烘焙类,0.007,245,34,0,7.00E-05,12,,2.30E-05,0.0012,0.008,5.1,34,0,0,0,0.03,3.1,0.05,2.7,2.9,7.40E-06,0.185,,42,2.00E-06,0.153,0,0.00013,0.0012,0.00012,3.00E-05,0.0007,0.0002,,,6.00E-05,9.00E-05,0.00018,6.00E-05,0.0003,5.00E-05,0.00013,,,7.00E-05,3.00E-05,0.00011,,,,,,,,,,
樱桃派  ,烘焙类,0.01,270,39,0,8.00E-05,12,,2.70E-05,0.0019,0.009,5.3,39,0,0,0,0.03,3.2,0.077,2.8,3,7.80E-06,0.191,,409,2.90E-05,0.00015,0,0.00013,0.0013,0.00012,3.00E-05,0.001,0.0002,,,6.00E-05,9.00E-05,0.00017,7.00E-05,0.0002,4.00E-05,0.00012,,,7.00E-05,3.00E-05,0.0001,,,,,,,,,,
奶油派  ,烘焙类,0.066,353,38,0.012,0.00012,22,0.8,1.90E-05,0.0015,0.019,7.3,38,0,0,0,0.079,1.1,0.161,4.2,12,6.00E-06,0.266,2.5,166,4.60E-05,9.00E-05,1.20E-07,0.00014,0.00061,0.00023,2.00E-05,0,0.00044,0.018,,,,,,0.00016,,,,27,,,,1.00E-07,0.0011,9.50E-06,,0,,,,,
柠檬蛋白派  ,烘焙类,0.012,285,39,0.053,4.00E-05,13,,2.50E-05,0.001,0.006,5.6,39,0.01,0,0,0.042,3.3,0.065,3.8,3.2,1.20E-05,0.242,,160,4.30E-05,0.00012,1.20E-07,0.00016,0.00094,0.00021,3.00E-05,0.0033,0.00028,,,9.00E-05,0.00017,0.00029,0.00018,0.00013,9.00E-05,0.00019,,,0.00014,5.00E-05,0.00019,,,,,,,,,,
核桃派  ,烘焙类,0.032,412,52,0.087,0.00021,22,,2.60E-05,0.0015,0.026,11,52,0.01,0,0,0.094,5.7,0.133,4.9,4,1.20E-05,0.262,,357,8.20E-05,0.00019,1.70E-07,0.00018,0.00085,0.00048,6.00E-05,0.0002,0.001,,,0.00012,0.00022,0.00037,0.00025,0.00071,0.00013,0.00025,,,0.00019,7.00E-05,0.00026,,,,,,,,,,
南瓜派  ,烘焙类,0.064,243,35,0.026,0.00015,9.8,1.8,2.60E-05,0.0009,0.014,4.6,33,0,0,0,0.081,1.8,0.167,3.9,2,5.40E-06,0.239,,3434,0.000448,0.00018,3.50E-07,0.00012,0.0011,0.00045,6.00E-05,0,0.00039,0.038,2.9,9.00E-05,0.00016,0.0003,0.00019,0.00023,0.00025,0.00018,11,19,0.00015,5.00E-05,0.00021,1.00E-07,0.00076,1.30E-05,,0,,,,,
派皮  ,烘焙类,0.061,518,52,0,8.00E-05,31,,0.000104,0.0022,0.015,18,52,0,0,0,0.086,4,0.064,6.9,8,2.30E-05,0.753,,0,0,0.00039,0,0.00021,0.0027,0.00027,6.00E-05,0,0.0004,,,0.00015,0.00026,0.00048,0.00013,0.00032,0.00012,0.00034,,,0.00018,8.00E-05,0.00029,,,,,,,,,,
酥皮  ,烘焙类,0.01,551,45,0,0.00011,38,1.5,7.80E-05,0.0026,0.016,22,44,0,0,0,0.06,4.9,0.061,7.3,9.6,2.40E-05,0.249,,1,0,0.0004,0,0.00028,0.0042,0,2.00E-05,0,0.00053,0.0064,,0.00016,0.00027,0.00051,0.00014,0.00049,0.00013,0.00036,,0.74,0.0002,9.00E-05,0.00031,,0.00054,1.60E-05,,,,,,,
菲洛  ,烘焙类,0.011,299,53,0,0.0001,6,1.9,8.80E-05,0.0032,0.015,3.1,51,0,0,0,0.075,0.92,0.074,7.1,1.5,2.30E-05,0.483,,0,0,0.00054,0,0.00034,0.0041,0.0003,3.00E-05,0,0.00049,0.0069,,0.00016,0.00025,0.00049,0.00016,0.00048,0.00013,0.00036,,0.18,0.00019,9.00E-05,0.00029,0,8.00E-05,2.50E-06,,,,,,,
泡芙  ,烘焙类,0.032,371,71,0,0.00017,4.3,,0.000145,0.003,0.025,2,71,,,,0.1,0.82,0.1,10,0.98,3.80E-05,0.906,,0,0,0.00043,8.00E-08,0.00015,0.0034,0.00048,4.00E-05,0.0001,0.00088,,,0.00023,0.00041,0.00075,0.00025,0.00074,0.00019,0.00052,,,0.00029,0.00012,0.00046,,,,,,,,,,
晚餐卷  ,烘焙类,0.178,310,52,0.004,0.00014,6.5,2,0.000101,0.0037,0.026,1.9,50,0,0,0,0.122,2.5,0.139,11,1.4,2.70E-05,0.467,0,5,1.00E-06,0.00053,1.30E-07,0.00037,0.0054,0.00045,0.0001,0.0002,0.00099,0.015,,0.00022,0.00034,0.00073,0.00023,0.00058,0.00015,0.00051,,5.6,0.00029,8.00E-05,0.0004,0,0.00028,1.10E-05,0.22,0,0,,,,
法式卷  ,烘焙类,0.091,277,50,0,0.00014,4.3,3.2,0.000113,0.0027,0.02,2,47,0,0,0,0.084,0.83,0.114,8.6,0.96,2.80E-05,0.574,,0,0,0.00052,0,0.0003,0.0044,0.00045,4.00E-05,0,0.0009,0.015,,0.00019,0.00034,0.00061,0.00023,0.00056,0.153,0.00042,,0.31,0.00026,0.0001,0.00038,0,0.0003,1.80E-06,,,,,,,
苹果卷  ,烘焙类,0.015,274,41,0.006,3.00E-05,11,2.2,2.80E-05,0.00042,0.009,3.3,39,0,0,0,0.033,5.3,0.149,3.3,2,6.10E-06,0.135,,30,6.00E-06,4.00E-05,2.20E-07,3.00E-05,0.00033,0.00027,5.00E-05,0.0017,0.00019,0.017,,8.00E-05,0.00015,0.00026,0.153,0.00019,7.00E-05,0.00015,,26,0.00012,4.00E-05,0.00016,0,0.0014,2.90E-06,,,,,,,
甜卷  ,烘焙类,0.072,372,51,0.066,9.00E-05,16,2.4,7.20E-05,0.0016,0.017,4.8,49,0,0,0,0.076,7.5,0.111,6.2,3.1,1.70E-05,0.304,,214,6.20E-05,0.00032,1.40E-07,0.00027,0.0024,0.00041,0.00011,0.002,0.00059,0.041,,0.00015,0.00026,0.00046,0.00024,0.0003,0.00012,0.0003,,32,0.00021,7.00E-05,0.00029,0,0.002,4.40E-06,,,,,,,
塔可壳,烘焙类,0.1,476,63,0,0.00011,22,6.7,6.90E-05,0.0016,0.083,6.9,57,0,0,0,0.233,5.5,0.231,6.4,7.1,4.80E-06,0.324,0.17,17,1.00E-06,0.00022,0,8.00E-05,0.0019,,0.0002,0,0.0016,0.03,0.1,0.00017,0.00022,0.00084,0.0002,0.00056,0.00018,0.00029,55,1.5,0.00023,4.00E-05,0.00029,0,0.00069,8.60E-06,0.27,0.01,0.01,0,0,5.1,
华夫饼  ,烘焙类,0.255,291,33,0.069,6.00E-05,14,,4.60E-05,0.0023,0.019,3.5,33,0.01,0,0,0.19,6.8,0.159,7.9,2.9,4.60E-05,0.511,,228,6.50E-05,0.00026,2.50E-07,0.00035,0.0021,0.00049,6.00E-05,0.0004,0.00068,,,0.00019,0.00036,0.00063,0.00038,0.00027,0.00018,0.0004,,,0.00029,0.0001,0.00041,,,,,,,,,,
馄饨皮  ,烘焙类,0.047,291,58,0.009,0.00015,1.5,1.8,8.60E-05,0.0034,0.02,0.2,56,0,0,0,0.081,0.61,0.082,9.8,0.26,2.80E-05,0.572,,14,4.00E-06,0.00052,2.00E-08,0.00038,0.0054,3.00E-05,3.00E-05,0,0.00071,,,0.00021,0.00037,0.00068,0.0002,0.00064,0.00018,0.00049,,,0.00027,0.00011,0.00042,,,,,,,,,,
泡打粉  ,烘焙类,5.876,53,28,0,1.00E-05,0,0.2,0,0.011,0.027,0,28,0,0,0,2.191,0,0.02,0,0,2.00E-07,10.6,,0,0,0,0,0,0,0,0,0,1.00E-05,0,,,,,,1.00E-05,,,,0,,,,0,0,0,,,,,,,
塔塔粉  ,烘焙类,0.008,258,62,0,0.0002,0,0.2,0,0.0037,0.002,0,61,0,0,0,0.005,0,16.5,0,0,2.00E-07,0.052,,0,0,0,0,0,0,0,0,0,0.00042,0,,,,,,0.00021,,,,0,,,,0,0,0,,,,,,,
烘焙酵母  ,烘焙类,0.019,105,18,0,0.00015,1.9,8.1,0.000785,0.0033,0.04,1,10,0,0,0,0.336,0,0.601,8.4,0.24,8.10E-06,0.03,,0,0,0.0019,1.00E-08,0.0011,0.012,0.0049,0.00043,0.0001,0.01,0.032,,0.00022,0.00048,0.00067,0.00069,0.0002,0.00017,0.00041,,0,0.00044,0.00011,0.00051,0,0,0,,,,,,,
酵母  ,烘焙类,0.03,325,41,0,0.00044,7.6,27,0.00234,0.0022,0.054,4.3,14,0,0,0,0.637,0.02,0.955,40,1,7.90E-06,0.051,,0,0,0.011,7.00E-08,0.004,0.04,0.014,0.0015,0.0003,0.0079,0.032,,0.00091,0.0019,0.0029,0.0033,0.00031,0.00059,0.0018,,0,0.002,0.00054,0.0023,0,0,4.00E-07,,,,,,,
巧克力曲奇饼  ,烘焙类,0.038,488,58,0.07,0.00039,28,,3.30E-05,0.0025,0.055,8.2,58,0,,0,0.1,4.5,0.221,5.7,14,1.10E-05,0.341,,594,0.000139,0.00018,8.00E-08,0.00018,0.0014,0.00026,8.00E-05,0.0002,0.00094,,,0.00012,0.00022,0.00039,0.00021,0.00066,0.00011,0.00027,,,0.00019,7.00E-05,0.00028,,,,,,,,,,
皮塔饼  ,烘焙类,0.086,275,56,0,0.00017,1.2,2.2,0.000107,0.0026,0.026,0.11,54,0,0,0,0.097,0.54,0.12,9.1,0.17,2.70E-05,0.536,,0,0,0.0006,0,0.00033,0.0046,0.0004,3.00E-05,0,0.00084,0.015,,0.0002,0.00035,0.00063,0.00022,0.00048,0.00016,0.00045,,1.3,0.00026,0.00011,0.00039,0,0.0003,2.00E-07,,,,,,,
手指饼干  ,烘焙类,0.047,363,60,0.221,0.0001,9.1,1,7.70E-05,0.0036,0.012,3.7,59,0.04,,0,0.173,1.4,0.113,11,3,,0.147,,556,0.000167,0.00028,7.50E-07,0.00043,0.0021,0.0011,0.00012,0,0.0011,,,0.00025,0.00052,0.00086,0.00068,0.00024,0.00027,0.00051,,,0.00047,0.00013,0.00058,,,,,,,,,,
